# FEs,AEDMTO,MFEA,MFEA-II,MFDE,MTGA,AEMTO,MKTDE,OTMTO,BLKT-DE
60,710015.25423472,5352320.37723268,3496390.73170175,4895857.34043942,2553098,14330561.452931,28358079.589048,25103914.573534,6478332.35276621
62,686935.693578316,5267121.16836058,3431206.12199861,4784018.49587824,2485968,13869555.840731,28350639.2992306,24751265.000319,6183410.40271852
64,666329.094489834,5179474.59488624,3368959.67718318,4436995.43205922,2427463,13699131.829358,27956306.7698059,24044287.402836,5921054.15521534
66,645913.855612538,5111819.36945375,3318158.48936532,4331481.7080596,2380232,13698652.261761,27444457.4333209,24044287.402836,5433917.048899
68,629065.736033582,5023197.16547329,3275857.64176094,4262417.66430641,2327300,13497309.01181,26686742.4362811,23556954.119821,4860876.48101342
70,610174.549065425,4914272.02192197,3227223.19904876,3954273.31865956,2289286,13361757.654359,26686742.4362811,23556954.119821,4654460.60120458
72,598322.781477179,4832219.2458552,3174097.6503018,3891327.76599927,2265159,13244681.405079,26686742.4362811,22961326.841422,4382251.19124339
74,584765.178329523,4777646.79259376,3125705.05004579,3788227.93652598,2227305,13033863.096921,26295075.049078,22837742.937923,4042380.321805
76,570330.016380409,4719014.90550007,3080713.2854422,3688135.4606727,2203269,12756829.783205,25955651.1056675,21950943.014617,3847094.57658193
78,559243.777097756,4660229.42753147,3033311.79457123,3629339.17302524,2162727,12481868.745803,25022371.3469644,21950943.014617,3751531.65518582
80,545878.068143596,4593733.03553719,2992159.84064549,3480430.87511914,2134099,12267627.41384,24753686.4762463,21950943.014617,3667739.11803273
82,534138.175830989,4532935.68584658,2954661.91659406,3329718.12460362,2093242,12079869.802557,24620139.3286952,21950943.014617,3557387.64595652
84,524264.977790283,4482199.18066453,2918123.46457423,3247683.95467736,2056608,11834925.355096,24620139.3286952,21950943.014617,3418184.28021047
86,509889.55601757,4434166.76507598,2889152.25871345,3137613.08572923,2026439,11540428.90195,24360418.379338,21950943.014617,3358711.54494438
88,499981.794504079,4395446.20491151,2857682.94518538,3094131.19836365,1993736,11324260.183046,24119424.3677103,21753895.164763,3285814.74342365
90,485275.416418287,4349653.45722138,2826232.74452104,3050837.89224712,1973315,10838450.383969,23885100.9711542,21510837.073999,3209072.7587671
92,470547.823639896,4299687.91251933,2795864.57632458,2858051.16400344,1943203,10651567.889248,23712734.1328104,21510837.073999,3060999.20799603
94,458726.207767865,4261562.79441551,2758491.06327044,2783570.35013714,1914468,10499372.368543,23712734.1328104,21510837.073999,2989389.98553502
96,448731.975592708,4223720.25836079,2728139.94789405,2710244.93897257,1892999,10445771.809016,23315268.8347045,21451764.825333,2861638.60727787
98,439974.958814329,4189407.79833159,2698021.72129135,2615337.12120595,1871935,10314650.116961,22982031.3900752,21179024.309168,2787533.77093222
100,428652.313047026,4164745.92858051,2673119.97150116,2540116.64169037,1846477,10314648.401744,22982031.3900752,21179024.309168,2713088.07931498
